ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
9231,Stephanie Beckert,Female,21.0,172.0,73.0,Germany,GER,2010 Winter,2010,Winter,Vancouver,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
9239,Janine Elizabeth Beckie,Female,21.0,173.0,63.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
9259,Violeta Beclea-Szekely,Female,35.0,169.0,52.0,Romania,ROU,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 1,500 metres",Silver
9276,ric Bdard,Male,25.0,173.0,77.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
9276,ric Bdard,Male,29.0,173.0,77.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
9291,"Barbara Jane ""B. J."" Bedford (-Miller)",Female,27.0,172.0,61.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
9307,gatha Bednarczuk Rippel,Female,33.0,182.0,70.0,Brazil-1,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver
9334,Binia Beeli (-Feltscher),Female,27.0,175.0,62.0,Switzerland,SUI,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Silver
9349,Ludger Beerbaum,Male,37.0,190.0,85.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
9349,Ludger Beerbaum,Male,52.0,190.0,85.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
9355,"Daniel ""Dan"" Beery",Male,29.0,200.0,97.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Gold
9366,"Kanatbek Kubatovich ""Kanat"" Begaliyev",Male,24.0,168.0,66.0,Kyrgyzstan,KGZ,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
9371,Dale Begg-Smith,Male,21.0,186.0,84.0,Australia,AUS,2006 Winter,2006,Winter,Torino,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold
9371,Dale Begg-Smith,Male,25.0,186.0,84.0,Australia,AUS,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Men's Moguls,Silver
9394,Adriana Brando Behar,Female,31.0,180.0,64.0,Brazil-1,BRA,2000 Summer,2000,Summer,Sydney,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver
9394,Adriana Brando Behar,Female,35.0,180.0,64.0,Brazil-1,BRA,2004 Summer,2004,Summer,Athina,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Silver
9432,"Genevieve ""Gen"" Behrent",Female,25.0,183.0,73.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Silver
9434,Melanie Behringer,Female,22.0,172.0,71.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Bronze
9434,Melanie Behringer,Female,30.0,172.0,71.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
9444,Milad Beigi Hareqani,Male,25.0,197.0,80.0,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Welterweight,Bronze
9450,Clmence Beikes,Female,28.0,180.0,71.0,France,FRA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Silver
9460,Elizabeth Lyon Beisel,Female,19.0,168.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Backstroke,Bronze
9460,Elizabeth Lyon Beisel,Female,19.0,168.0,68.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,Silver
9464,Ruth Beita Vila,Female,37.0,191.0,72.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's High Jump,Gold
9468,Cristian Bejarano Bentez,Male,19.0,170.0,60.0,Mexico,MEX,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Lightweight,Bronze
9479,Sofia Bekatorou (-Kosmatopoulos),Female,26.0,172.0,62.0,Greece,GRE,2004 Summer,2004,Summer,Athina,Sailing,Sailing Women's Two Person Dinghy,Gold
9479,Sofia Bekatorou (-Kosmatopoulos),Female,30.0,172.0,62.0,Greece,GRE,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,Bronze
9487,Kenenisa Bekele Beyecha,Male,22.0,165.0,56.0,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 5,000 metres",Silver
9487,Kenenisa Bekele Beyecha,Male,22.0,165.0,56.0,Ethiopia,ETH,2004 Summer,2004,Summer,Athina,Athletics,"Athletics Men's 10,000 metres",Gold
9487,Kenenisa Bekele Beyecha,Male,26.0,165.0,56.0,Ethiopia,ETH,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 5,000 metres",Gold
9487,Kenenisa Bekele Beyecha,Male,26.0,165.0,56.0,Ethiopia,ETH,2008 Summer,2008,Summer,Beijing,Athletics,"Athletics Men's 10,000 metres",Gold
9490,Tariku Bekele Beyecha,Male,25.0,173.0,65.0,Ethiopia,ETH,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 10,000 metres",Bronze
9502,Fredrik Raaen Bekken,Male,25.0,183.0,84.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Silver
9509,Kristin Bekkevold,Female,23.0,173.0,64.0,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Gold
9541,Tatyana Valeryevna Belan,Female,17.0,165.0,43.0,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
9546,Jose Blanger,Female,30.0,163.0,63.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
9554,Jon Belaustegui Ruano,Male,29.0,195.0,100.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
9561,Tanith Jessica Louise Belbin,Female,21.0,167.0,52.0,United States-1,USA,2006 Winter,2006,Winter,Torino,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
9567,Mathew Belcher,Male,29.0,173.0,62.0,Australia,AUS,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Dinghy,Gold
9567,Mathew Belcher,Male,33.0,173.0,62.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Silver
9573,Claudia Renate Belderbos,Female,27.0,175.0,72.0,Netherlands,NED,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Bronze
9577,Zhan Vensanovych Beleniuk,Male,25.0,178.0,85.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Silver
9601,Anastasiya Aleksandrovna Belikova,Female,21.0,177.0,55.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Silver
9625,Alexei Bell Quintero,Male,24.0,176.0,87.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
9654,Regla Maritza Bell McKenzie,Female,30.0,180.0,73.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Gold
9655,"Robin ""Rob"" Bell",Male,30.0,193.0,87.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze
9669,Kacey Lee Bellamy,Female,22.0,170.0,66.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
9669,Kacey Lee Bellamy,Female,26.0,170.0,66.0,United States,USA,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
9739,Antonella Bellutti,Female,31.0,180.0,73.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Points Race,Gold
9747,Stefania Belmondo,Female,33.0,158.0,45.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Bronze
9747,Stefania Belmondo,Female,33.0,158.0,45.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,Gold
9747,Stefania Belmondo,Female,33.0,158.0,45.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Silver
9750,Mireia Belmonte Garca,Female,21.0,170.0,59.0,Spain,ESP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Silver
9750,Mireia Belmonte Garca,Female,21.0,170.0,59.0,Spain,ESP,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 200 metres Butterfly,Silver
9750,Mireia Belmonte Garca,Female,25.0,170.0,59.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,Gold
9750,Mireia Belmonte Garca,Female,25.0,170.0,59.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
9764,Alexander Belonogoff,Male,26.0,187.0,90.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Silver
9787,Irina Olegovna Belova,Female,19.0,175.0,52.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
9790,Olga Konstantinovna Belova-Gorbunova,Female,22.0,169.0,60.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
9803,Daima Mayelis Beltrn Guisado,Female,28.0,182.0,104.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Heavyweight,Silver
9803,Daima Mayelis Beltrn Guisado,Female,31.0,182.0,104.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Heavyweight,Silver
9811,Olesya Vladimirovna Belugina,Female,20.0,175.0,53.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
9823,Anastasiya Yevgenyevna Belyakova,Female,23.0,173.0,60.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Women's Lightweight,Bronze
9829,David Sagitovich Belyavsky,Male,24.0,165.0,55.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver
9829,David Sagitovich Belyavsky,Male,24.0,165.0,55.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
9864,Larbi Ben Boudaoud,Male,26.0,170.0,66.0,France,FRA,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Lightweight,Silver
9990,Lars Bender,Male,27.0,184.0,80.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
9991,Sven Bender,Male,27.0,185.0,80.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Silver
10013,Tibor Benedek,Male,28.0,190.0,96.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Men's Water Polo,Gold
10013,Tibor Benedek,Male,32.0,190.0,96.0,Hungary,HUN,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Men's Water Polo,Gold
10013,Tibor Benedek,Male,36.0,190.0,96.0,Hungary,HUN,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Gold
10033,Andrea Benelli,Male,44.0,173.0,80.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Shooting,Shooting Men's Skeet,Gold
10048,Meaghan Benfeito,Female,23.0,155.0,48.0,Canada,CAN,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Platform,Bronze
10048,Meaghan Benfeito,Female,27.0,155.0,48.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Platform,Bronze
10048,Meaghan Benfeito,Female,27.0,155.0,48.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Bronze
10085,Rolf-Gran Bengtsson,Male,42.0,171.0,67.0,Sweden,SWE,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
10085,Rolf-Gran Bengtsson,Male,46.0,171.0,67.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Jumping, Individual",Silver
10098,Hasna Benhassi,Female,26.0,166.0,47.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 800 metres,Silver
10098,Hasna Benhassi,Female,30.0,166.0,47.0,Morocco,MAR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 800 metres,Bronze
10105,Amar Benikhlef,Male,26.0,186.0,90.0,Algeria,ALG,2008 Summer,2008,Summer,Beijing,Judo,Judo Men's Middleweight,Silver
10121,Pedro Juan Bentez Domnguez,Male,23.0,190.0,80.0,Paraguay,PAR,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Silver
10136,Lindsay Dianne Benko (-Mintenko),Female,23.0,185.0,74.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
10136,Lindsay Dianne Benko (-Mintenko),Female,27.0,185.0,74.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
10136,Lindsay Dianne Benko (-Mintenko),Female,27.0,185.0,74.0,United States,USA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
10140,"Brittany ""Britt"" Benn",Female,27.0,165.0,68.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
10142,"James Randolph ""Jamie"" Benn",Male,24.0,189.0,94.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
10151,Julien Benneteau,Male,30.0,185.0,79.0,France-2,FRA,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,Bronze
10160,Brooke Marie Bennett (-Frioud),Female,20.0,165.0,57.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Freestyle,Gold
10160,Brooke Marie Bennett (-Frioud),Female,20.0,165.0,57.0,United States,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 800 metres Freestyle,Gold
10173,Karen Bennett,Female,27.0,179.0,75.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Silver
10177,Mark Stewart Bennett,Male,23.0,183.0,89.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver
10181,Paul Bennett,Male,27.0,207.0,100.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Gold
10257,"Joseph ""Gunnar"" Bentz",Male,20.0,196.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
10259,Matej Beu,Male,28.0,196.0,83.0,Slovakia,SVK,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Silver
10270,Laura Benz,Female,21.0,172.0,63.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
10271,Sara Benz,Female,21.0,163.0,55.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
10329,Adem Bereket,Male,27.0,175.0,76.0,Turkey,TUR,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
10337,"Richard ""Ricky"" Berens",Male,20.0,188.0,93.0,United States,USA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
10337,"Richard ""Ricky"" Berens",Male,24.0,188.0,93.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
10337,"Richard ""Ricky"" Berens",Male,24.0,188.0,93.0,United States,USA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
10341,Mdlina Bere,Female,23.0,186.0,75.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Bronze
10349,Oleksandr Mykolaiovych Beresh,Male,22.0,171.0,64.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
10349,Oleksandr Mykolaiovych Beresh,Male,22.0,171.0,64.0,Ukraine,UKR,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Silver
10352,Dmitry Vladimirovich Berestov,Male,24.0,180.0,105.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Men's Heavyweight,Gold
10357,Yury Viktorovich Berezhko,Male,24.0,198.0,97.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Bronze
10357,Yury Viktorovich Berezhko,Male,28.0,198.0,97.0,Russia,RUS,2012 Summer,2012,Summer,London,Volleyball,Volleyball Men's Volleyball,Gold
10361,Yelena Viktorovna Berezhnaya,Female,24.0,154.0,42.0,Russia-1,RUS,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Pairs,Gold
10373,"Aki-Petteri Arvid ""Aki"" Berg",Male,28.0,191.0,94.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
10389,Laura Kay Berg,Female,25.0,168.0,61.0,United States,USA,2000 Summer,2000,Summer,Sydney,Softball,Softball Women's Softball,Gold
10389,Laura Kay Berg,Female,29.0,168.0,61.0,United States,USA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
10389,Laura Kay Berg,Female,33.0,168.0,61.0,United States,USA,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver
10390,Lindsey Napela Berg,Female,28.0,173.0,77.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Silver
10390,Lindsey Napela Berg,Female,32.0,173.0,77.0,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
10425,Stig Andr Berge,Male,33.0,167.0,60.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
10430,"Gabriel ""Gabe"" Bergen",Male,30.0,187.0,92.0,Canada,CAN,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Silver
10455,Lars Berger,Male,30.0,189.0,76.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
10467,Tora Berger (-Tveldal),Female,28.0,166.0,56.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Women's 15 kilometres,Gold
10467,Tora Berger (-Tveldal),Female,32.0,166.0,56.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,Gold
10467,Tora Berger (-Tveldal),Female,32.0,166.0,56.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 10 kilometres Pursuit,Silver
10467,Tora Berger (-Tveldal),Female,32.0,166.0,56.0,Norway,NOR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 4 x 6 kilometres Relay,Bronze
10472,Patrice Bergeron-Cleary,Male,24.0,188.0,88.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
10472,Patrice Bergeron-Cleary,Male,28.0,188.0,88.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
10482,Emelie Anna Berggren,Female,19.0,170.0,66.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
10502,Emma Sofia Berglund,Female,27.0,171.0,64.0,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
10507,Anders Patrik Berglund,Male,25.0,192.0,99.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
10544,Kajsa Margareta Bergqvist (-Herngren-),Female,23.0,175.0,59.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's High Jump,Bronze
10555,Jacob Jorrit Bergsma,Male,28.0,188.0,73.0,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 5,000 metres",Bronze
10555,Jacob Jorrit Bergsma,Male,28.0,188.0,73.0,Netherlands,NED,2014 Winter,2014,Winter,Sochi,Speed Skating,"Speed Skating Men's 10,000 metres",Gold
10557,Margit Anna Kristina Bergstrand,Female,38.0,162.0,63.0,Sweden,SWE,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
10591,Denys Yuriyovych Berinchyk,Male,24.0,170.0,64.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,Silver
10612,Lobke Berkhout,Female,27.0,183.0,70.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Two Person Dinghy,Silver
10612,Lobke Berkhout,Female,31.0,183.0,70.0,Netherlands,NED,2012 Summer,2012,Summer,London,Sailing,Sailing Women's Two Person Dinghy,Bronze
10614,Krisztin Berki,Male,27.0,178.0,70.0,Hungary,HUN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
10641,Yanet Bermoy Acosta,Female,21.0,154.0,48.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Judo,Judo Women's Extra-Lightweight,Silver
10641,Yanet Bermoy Acosta,Female,25.0,154.0,48.0,Cuba,CUB,2012 Summer,2012,Summer,London,Judo,Judo Women's Half-Lightweight,Silver
10674,Alain Andr Louis Edmond Bernard,Male,25.0,196.0,90.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 50 metres Freestyle,Bronze
10674,Alain Andr Louis Edmond Bernard,Male,25.0,196.0,90.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Freestyle,Gold
10674,Alain Andr Louis Edmond Bernard,Male,25.0,196.0,90.0,France,FRA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
10674,Alain Andr Louis Edmond Bernard,Male,29.0,196.0,90.0,France,FRA,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
10680,Cheryl Bernard (Kullman-),Female,43.0,163.0,55.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Silver
10724,Miosz Bernatajtys,Male,26.0,183.0,72.0,Poland,POL,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
10766,Hedda Helene Berntsen,Female,33.0,167.0,62.0,Norway,NOR,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,Silver
10784,Cdric Berrest,Male,23.0,191.0,94.0,France,FRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Quadruple Sculls,Bronze
10871,Lorenzo Bertini,Male,28.0,187.0,70.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Bronze
10930,Christina Bertrup,Female,37.0,175.0,66.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Curling,Curling Women's Curling,Silver
10955,Annemieke Marileen Bes,Female,30.0,177.0,70.0,Netherlands,NED,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,Silver
